phase,model,horizon,seed,train_n,val_n,test_n,node_count,feature_set,MAE,RMSE,MAPE,sMAPE,R2,fit_time_sec,inference_time_sec,config_hash,data_hash
phase13,TCN,3,2024,64783,11601,11878,51,current_speed|missing_mask|coverage_ratio_24h|volatility_tti_6h|hour_of_day|day_of_week|weekend_flag,0.9782033187408884,1.7975557706969278,0.0132378748845749,0.0130634855822006,0.9871668085607476,825.6554674999988,10.90057159999924,1e0c21e899d847f32be86f4b23b27b54e6fddf90a19c6b84a34b9fe2058d8353,6f936421885e75b8e4de77d3eae71e9e16de7e0404eade956340f2590a69b3e8
phase13,ST-Transformer-lite,3,2024,64783,11601,11878,51,current_speed|missing_mask|coverage_ratio_24h|volatility_tti_6h|hour_of_day|day_of_week|weekend_flag,1.0312760931651868,1.8740137401174344,0.0138499562437242,0.013791590736018,0.9860518866761668,125.1306167999992,0.4091243000002578,1e0c21e899d847f32be86f4b23b27b54e6fddf90a19c6b84a34b9fe2058d8353,6f936421885e75b8e4de77d3eae71e9e16de7e0404eade956340f2590a69b3e8
phase13,HA,3,2025,64783,11601,11878,51,current_speed|missing_mask|coverage_ratio_24h|volatility_tti_6h|hour_of_day|day_of_week|weekend_flag,1.7670076734430764,3.221253620625528,0.0260580960996816,0.0259668497458911,0.9587883725613636,0.0,0.0,1e0c21e899d847f32be86f4b23b27b54e6fddf90a19c6b84a34b9fe2058d8353,6f936421885e75b8e4de77d3eae71e9e16de7e0404eade956340f2590a69b3e8
phase13,SeasonalHA,3,2025,64783,11601,11878,51,current_speed|missing_mask|coverage_ratio_24h|volatility_tti_6h|hour_of_day|day_of_week|weekend_flag,1.015958182557622,1.943902548137346,0.0136218569528368,0.0136360725452637,0.9849921353689324,0.0,0.0,1e0c21e899d847f32be86f4b23b27b54e6fddf90a19c6b84a34b9fe2058d8353,6f936421885e75b8e4de77d3eae71e9e16de7e0404eade956340f2590a69b3e8
phase13,Persistence,3,2025,64783,11601,11878,51,current_speed|missing_mask|coverage_ratio_24h|volatility_tti_6h|hour_of_day|day_of_week|weekend_flag,1.310700671402648,3.2709789138092544,0.0188987646952624,0.0188471277380216,0.9575062151567644,0.0,0.0,1e0c21e899d847f32be86f4b23b27b54e6fddf90a19c6b84a34b9fe2058d8353,6f936421885e75b8e4de77d3eae71e9e16de7e0404eade956340f2590a69b3e8
phase13,XGBoost,3,2025,64783,11601,11878,51,current_speed|missing_mask|coverage_ratio_24h|volatility_tti_6h|hour_of_day|day_of_week|weekend_flag,0.8654067557675807,1.651715349857346,0.0113013196253047,0.0113202699589739,0.9891647150926854,10.039892700000564,0.0383203999990655,1e0c21e899d847f32be86f4b23b27b54e6fddf90a19c6b84a34b9fe2058d8353,6f936421885e75b8e4de77d3eae71e9e16de7e0404eade956340f2590a69b3e8
phase13,GRU,3,2025,64783,11601,11878,51,current_speed|missing_mask|coverage_ratio_24h|volatility_tti_6h|hour_of_day|day_of_week|weekend_flag,1.0060004685378312,1.824149725606107,0.0132044536897886,0.0131312850658988,0.9867842781331544,60.08410069999991,0.2873137000005954,1e0c21e899d847f32be86f4b23b27b54e6fddf90a19c6b84a34b9fe2058d8353,6f936421885e75b8e4de77d3eae71e9e16de7e0404eade956340f2590a69b3e8
phase13,TCN,3,2025,64783,11601,11878,51,current_speed|missing_mask|coverage_ratio_24h|volatility_tti_6h|hour_of_day|day_of_week|weekend_flag,0.9752991474483688,1.814527271239447,0.0131893965373803,0.0129831399807669,0.9869233371937106,1389.0590298999996,11.031302100000175,1e0c21e899d847f32be86f4b23b27b54e6fddf90a19c6b84a34b9fe2058d8353,6f936421885e75b8e4de77d3eae71e9e16de7e0404eade956340f2590a69b3e8
phase13,ST-Transformer-lite,3,2025,64783,11601,11878,51,current_speed|missing_mask|coverage_ratio_24h|volatility_tti_6h|hour_of_day|day_of_week|weekend_flag,1.0004095508506712,1.835210759805292,0.0135151934324444,0.0134825850778374,0.986623520777059,76.88353169999937,0.5226801999997406,1e0c21e899d847f32be86f4b23b27b54e6fddf90a19c6b84a34b9fe2058d8353,6f936421885e75b8e4de77d3eae71e9e16de7e0404eade956340f2590a69b3e8
phase13,HA,3,2026,64783,11601,11878,51,current_speed|missing_mask|coverage_ratio_24h|volatility_tti_6h|hour_of_day|day_of_week|weekend_flag,1.7670076734430764,3.221253620625528,0.0260580960996816,0.0259668497458911,0.9587883725613636,0.0,0.0,1e0c21e899d847f32be86f4b23b27b54e6fddf90a19c6b84a34b9fe2058d8353,6f936421885e75b8e4de77d3eae71e9e16de7e0404eade956340f2590a69b3e8
